,Unnamed: 0,Transaction_date,Product,Payment_Type,Name,Country,Account_Created,Last_Login,Latitude,Longitude
440,440,1/21/09 11:00,Product1,Visa,Costanza,Ireland,1/19/09 10:11,2/2/09 8:29,53.28027779999999,-6.4444444
441,441,1/16/09 11:49,Product1,Mastercard,Yoko,United States,2/18/08 18:56,2/2/09 8:53,42.65833,-71.1375
442,442,1/1/09 9:35,Product1,Mastercard,Barbara,United States,12/31/08 17:51,2/2/09 10:27,34.22417,-118.23917
443,443,1/13/09 5:58,Product1,Mastercard,Kit,United States,1/5/09 21:12,2/2/09 13:13,34.051390000000005,-84.07139000000002
444,444,1/6/09 16:08,Product2,Visa,cristina,United States,3/14/05 16:39,2/2/09 14:17,47.60639000000001,-122.33083
445,445,1/5/09 10:25,Product1,Amex,linda,United States,10/11/08 3:50,2/2/09 16:13,38.89028,-77.08444
446,446,1/4/09 21:08,Product1,Mastercard,Christyna,Canada,1/21/08 20:11,2/2/09 18:50,51.0833333,-114.0833333
447,447,1/12/09 20:43,Product1,Visa,Alicja ,United States,1/12/09 20:31,2/2/09 20:26,47.7575,-122.24278
448,448,1/17/09 3:22,Product1,Visa,Rachel,United States,2/1/08 12:45,2/2/09 20:35,36.74778,-119.77139
449,449,1/18/09 11:17,Product1,Amex,Rachel,United States,3/11/08 13:35,2/2/09 22:49,35.48944,-120.66972
450,450,1/27/09 9:01,Product1,Visa,Jan,Spain,5/29/08 12:23,2/3/09 0:59,41.3833333,2.1833333
451,451,1/8/09 8:11,Product1,Diners,Karin,United Kingdom,1/8/09 7:00,2/3/09 1:54,51.6333333,-0.7666666999999999
452,452,1/26/09 23:28,Product2,Amex,ron ,Russia,12/7/06 8:26,2/3/09 2:10,55.6283333,37.6608333
453,453,1/10/09 21:35,Product1,Mastercard,Sharon,Canada,8/7/08 6:17,2/3/09 3:42,43.85,-79.0166667
454,454,1/11/09 6:01,Product1,Mastercard,Anna,United States,1/1/09 10:24,2/3/09 4:25,40.71417,-74.00639
455,455,1/19/09 14:53,Product1,Mastercard,Laura,United States,12/12/08 5:18,2/3/09 5:40,41.00861,-91.9625
456,456,1/22/09 7:14,Product1,Visa,Yana,Canada,10/11/06 19:22,2/3/09 6:36,46.3,-79.45
457,457,1/15/09 8:12,Product1,Visa,Katherine,United States,1/13/09 10:03,2/3/09 7:44,33.9525,-84.55
458,458,1/7/09 6:33,Product1,Diners,Therese,Ireland,6/15/08 8:08,2/3/09 7:51,53.3591667,-6.2161111
459,459,1/12/09 8:05,Product1,Amex,Francoise ,United States,1/12/09 6:44,2/3/09 8:01,40.96333,-76.61306
460,460,1/28/09 13:03,Product2,Amex,Elizabeth,Canada,9/10/08 6:53,2/3/09 9:13,50.71666670000001,-113.96666670000002
461,461,1/25/09 8:54,Product1,Amex,Corinne,United States,3/26/06 17:32,2/3/09 9:50,33.86722,-112.14611
462,462,1/5/09 10:08,Product1,Visa,Ec,Ireland,1/5/09 7:47,2/3/09 10:21,52.355,-7.703888900000001
463,463,1/5/09 19:29,Product1,Visa,Carmen,United States,4/29/08 16:09,2/3/09 10:23,38.89028,-77.08444
464,464,1/7/09 19:06,Product2,Amex,Brittany,United States,8/10/04 3:30,2/3/09 11:32,28.53806,-81.37944
465,465,1/23/09 11:33,Product1,Mastercard,Sandrine,United States,1/22/09 23:31,2/3/09 11:49,37.90639,-122.06389
466,466,1/3/09 21:11,Product1,Mastercard,asuncion ,United States,12/3/08 13:00,2/3/09 11:50,39.57917,-104.87639
467,467,1/11/09 17:28,Product1,Visa,Sophie,United States,1/11/09 11:50,2/3/09 12:21,41.41389,-73.30389
468,468,1/21/09 20:18,Product1,Amex,Henrietta,Canada,7/6/07 23:53,2/3/09 12:22,49.25,-123.1333333
469,469,1/24/09 10:23,Product1,Visa,DD,United Kingdom,8/19/08 12:58,2/3/09 12:57,53.96666670000001,-1.0833333
470,470,1/7/09 14:55,Product1,Visa,Jennifer,Ireland,9/21/06 2:39,2/3/09 13:36,53.7188889,-6.3477778
471,471,1/29/09 10:38,Product1,Visa,samuel,United States,1/29/09 9:08,2/3/09 14:39,40.89889,-74.09306
472,472,1/8/09 14:04,Product1,Amex,Angelina  Patrick,United States,1/7/09 17:01,2/3/09 14:57,32.71528,-117.15639
473,473,1/31/09 21:50,Product1,Visa,Sven,United States,1/31/09 21:01,2/3/09 16:30,47.53028,-122.03139
474,474,1/1/09 16:00,Product1,Visa,Toni,United Kingdom,10/7/08 15:19,2/3/09 16:45,53.5833333,-2.4333333
475,475,1/30/09 13:13,Product1,Visa,Patrick,United States,1/30/09 12:44,2/3/09 17:14,42.44722,-71.225
476,476,1/27/09 16:50,Product1,Visa,jason,United States,12/28/08 14:42,2/3/09 18:09,34.18972,-118.13028
477,477,1/30/09 7:42,Product1,Visa,Tabatha,United States,12/28/08 14:42,2/3/09 18:09,34.18972,-118.13028
478,478,1/17/09 15:48,Product2,Visa,Aline,United States,1/8/05 14:03,2/3/09 19:14,38.545,-121.73944
479,479,1/12/09 11:40,Product2,Visa,Debra,Canada,12/30/08 6:59,2/3/09 19:42,43.6666667,-79.41666670000002
480,480,1/30/09 20:27,Product1,Mastercard,Natasha,United States,1/30/09 20:02,2/3/09 23:39,34.14778,-118.14361
481,481,1/27/09 18:35,Product1,Mastercard,Melinda,United States,1/27/09 18:28,2/3/09 23:42,41.98111,-89.595
482,482,1/16/09 12:47,Product1,Visa,Luc1nda,United Kingdom,12/12/04 15:18,2/4/09 2:13,51.52721,0.14559
483,483,1/2/09 2:50,Product1,Visa,Kim,Ireland,10/12/05 6:56,2/4/09 2:19,53.0683333,-6.0658333
484,484,1/21/09 5:39,Product1,Amex,Britlyn ,United States,11/4/08 9:51,2/4/09 4:31,41.1175,-73.40833
485,485,1/28/09 1:28,Product1,Diners,Adam,France,1/26/09 2:28,2/4/09 5:39,47.25,6.0333333
486,486,1/8/09 13:33,Product1,Visa,Mimi,Monaco,9/23/06 13:19,2/4/09 6:16,43.7333333,7.4166667
487,487,1/22/09 12:09,Product1,Visa,Liann,Monaco,1/22/09 11:32,2/4/09 6:28,43.7333333,7.4166667
488,488,1/20/09 8:23,Product1,Mastercard,Sarah,United States,10/12/05 17:17,2/4/09 8:16,38.32444,-85.87361
489,489,1/2/09 7:47,Product1,Diners,Naseer,United Kingdom,12/8/08 6:45,2/4/09 8:50,51.5,-0.1166667
490,490,1/11/09 4:55,Product1,Amex,Caroline,United States,4/12/06 18:20,2/4/09 9:22,33.9525,-84.55
491,491,1/23/09 7:47,Product1,Amex,Karena,United States,4/12/06 18:20,2/4/09 9:22,33.9525,-84.55
492,492,1/21/09 23:19,Product1,Amex,janet,United States,9/4/08 16:51,2/4/09 11:11,21.30694,-157.85833
493,493,1/11/09 4:29,Product3,Visa,Hans,United States,8/28/08 6:20,2/4/09 12:17,35.96056,-83.92083000000002
494,494,1/11/09 4:39,Product1,Visa,Sandra  Thierry  Zoe,United States,8/28/08 6:20,2/4/09 12:17,35.96056,-83.92083000000002
495,495,1/10/09 8:13,Product1,Mastercard,Eleanor,United Kingdom,7/31/08 22:34,2/4/09 13:08,55.95,-3.2
496,496,1/22/09 12:55,Product1,Visa,Anna,France,8/17/07 4:34,2/4/09 13:12,48.8666667,2.3333333
497,497,1/17/09 15:00,Product1,Visa,Cara ,United States,3/12/07 14:55,2/4/09 13:29,29.99861,-95.26194
498,498,1/4/09 14:06,Product1,Visa,carolien,United States,1/4/09 12:21,2/4/09 13:45,41.64833,-70.48167
499,499,1/30/09 17:09,Product1,Mastercard,Ana,Hong Kong,7/28/06 2:31,2/4/09 16:26,22.2833333,114.15
500,500,1/20/09 5:01,Product1,Visa,Patrick,United States,1/18/09 17:36,2/4/09 16:45,42.54667,-83.21139000000002
501,501,1/26/09 14:37,Product1,Visa,Heidi,United States,12/19/07 12:00,2/4/09 16:55,29.894440000000003,-81.31472
502,502,1/29/09 13:27,Product1,Visa,Tom,United States,1/28/09 14:47,2/4/09 20:07,40.76083,-111.89028
503,503,1/12/09 10:33,Product1,Amex,Justine,United States,1/7/09 16:45,2/4/09 20:57,47.60639000000001,-122.33083
504,504,1/5/09 8:28,Product1,Visa,isabel,Switzerland,1/5/09 5:08,2/4/09 22:59,47.25,8.85
505,505,1/25/09 16:11,Product3,Visa,scott,United States,1/25/09 15:55,2/5/09 0:20,36.33194,-94.11833
506,506,1/25/09 20:44,Product1,Visa,Fatima,United States,1/25/09 15:55,2/5/09 0:20,36.33194,-94.11833
507,507,1/26/09 11:36,Product1,Visa,Judy,Ireland,1/26/09 7:28,2/5/09 2:38,53.2925,-6.1286111
508,508,1/27/09 2:32,Product1,Visa,Glenn,United Kingdom,6/27/06 9:12,2/5/09 3:15,56.4,-3.4333333
509,509,1/18/09 13:36,Product1,Amex,Family in,United Kingdom,4/23/05 9:46,2/5/09 3:17,51.51334,-0.08895
510,510,1/7/09 5:53,Product1,Visa,Lauren,Germany,1/7/09 2:49,2/5/09 3:41,49.4166667,7.4
511,511,1/25/09 1:53,Product3,Visa,Michael,South Africa,1/24/09 12:52,2/5/09 4:37,-29.616666700000003,30.3833333
512,512,1/18/09 11:42,Product1,Visa,Jodi,United Kingdom,11/17/08 10:30,2/5/09 6:21,51.2,0.5833333
513,513,1/13/09 1:46,Product1,Mastercard,simone,Denmark,10/30/07 12:03,2/5/09 8:52,55.7666667,12.516666699999998
514,514,1/2/09 15:57,Product1,Diners,Sonja,United States,1/2/09 15:25,2/5/09 10:18,40.95583,-73.93167
515,515,1/25/09 8:50,Product1,Mastercard,Shane,Switzerland,1/24/09 12:23,2/5/09 11:07,47.3666667,8.55
516,516,1/14/09 8:16,Product2,Amex,Ruth,Canada,8/9/08 12:51,2/5/09 11:24,52.1333333,-106.6666667
517,517,1/27/09 11:21,Product1,Mastercard,Cleo,United States,1/27/09 10:38,2/5/09 12:38,34.04806,-118.52556
518,518,1/8/09 10:13,Product1,Diners,Benoit,Canada,1/7/09 16:01,2/5/09 14:03,54.4333333,-124.25
519,519,1/5/09 7:47,Product1,Amex,Claire,Switzerland,4/18/07 12:55,2/5/09 15:15,46.2833333,6.1666667
520,520,1/22/09 9:00,Product1,Visa,Claire,United States,7/6/08 14:33,2/5/09 16:33,42.54222,-76.66639
521,521,1/25/09 12:59,Product1,Visa,Lindsey,United States,1/13/09 20:08,2/5/09 18:40,39.84667,-75.71194
522,522,1/10/09 19:28,Product2,Visa,Nicola,United States,8/5/05 0:29,2/5/09 21:10,37.33944,-121.89388999999998
523,523,1/8/09 19:29,Product2,Mastercard,PATRICK,Thailand,1/8/09 0:01,2/5/09 21:22,13.9166667,100.8166667
524,524,1/8/09 12:04,Product1,Visa,jennifer,United States,12/1/03 19:13,2/5/09 22:11,35.36582999999999,-120.84889
525,525,1/4/09 16:59,Product1,Visa,Amy,Australia,1/3/09 22:35,2/5/09 22:44,-33.8166667,151.0
526,526,1/30/09 11:56,Product1,Mastercard,Whitney,United Kingdom,7/31/08 13:46,2/6/09 0:04,52.0166667,-1.9666667
527,527,1/6/09 5:10,Product1,Visa,Astrid,Austria,6/24/08 0:49,2/6/09 0:37,48.15,15.9166667
528,528,1/14/09 3:39,Product1,Visa,jo,Ireland,12/10/08 7:41,2/6/09 2:36,51.8833333,-8.583333300000001
529,529,1/14/09 3:47,Product1,Visa,Michelle,Ireland,12/10/08 7:41,2/6/09 2:36,51.8833333,-8.583333300000001
530,530,1/19/09 3:19,Product1,Mastercard,TG,Bulgaria,11/20/08 3:00,2/6/09 4:19,42.35,25.6666667
531,531,1/7/09 1:42,Product1,Mastercard,Emily,Latvia,1/4/09 10:33,2/6/09 4:20,57.0333333,24.1
532,532,1/7/09 13:01,Product2,Visa,Niki,Switzerland,8/5/07 0:43,2/6/09 5:02,46.4166667,6.2
533,533,1/27/09 2:35,Product1,Visa,Sarah,France,8/28/08 6:28,2/6/09 5:09,46.2833333,6.1
534,534,1/3/09 14:14,Product1,Visa,sherry,United States,1/3/09 13:49,2/6/09 5:29,36.175,-115.13639
535,535,1/22/09 12:37,Product2,Amex,Laura,United States,1/22/09 10:17,2/6/09 6:38,37.97472,-122.56056
536,536,1/29/09 6:49,Product1,Mastercard,Carmela,Germany,4/2/08 2:39,2/6/09 6:52,52.3666667,9.7166667
537,537,1/6/09 9:45,Product1,Diners,Matt,United States,12/30/08 13:01,2/6/09 7:33,40.66417,-73.70889
538,538,1/12/09 11:16,Product1,Visa,Karen,Spain,7/17/07 6:08,2/6/09 10:42,40.4,-3.6833333
539,539,1/13/09 13:49,Product1,Visa,Joanne,Ireland,1/6/08 14:03,2/6/09 12:35,53.85,-9.3
540,540,1/12/09 7:23,Product1,Visa,Stephanie,United States,1/11/09 14:42,2/6/09 16:13,37.98722,-122.58778
541,541,1/30/09 4:48,Product1,Visa,Hurst,United States,6/18/08 14:29,2/6/09 17:21,33.30611,-111.84056
542,542,1/22/09 16:29,Product1,Visa,Liza,United States,1/17/09 15:18,2/6/09 18:14,37.1306,-113.6492
543,543,1/27/09 6:26,Product1,Mastercard,Michele,United States,1/25/09 11:56,2/6/09 18:24,42.88639000000001,-78.87861
544,544,1/15/09 10:16,Product3,Visa,Karin,United States,1/12/09 17:41,2/6/09 18:48,34.96167,-89.82944
545,545,1/19/09 18:54,Product1,Amex,cath,United States,1/19/09 11:34,2/6/09 19:27,41.25639,-74.36028
546,546,1/2/09 22:44,Product2,Visa,eva,Australia,12/3/06 15:36,2/6/09 20:03,-37.4833333,144.58333330000005
547,547,1/1/09 18:32,Product1,Amex,Andrea ,United States,12/31/08 17:09,2/6/09 21:59,37.56306,-122.32444
548,548,1/14/09 1:28,Product1,Mastercard,Sabine,United Kingdom,6/24/06 15:10,2/7/09 0:26,52.0333333,-0.7
549,549,1/20/09 8:08,Product1,Mastercard,Aideen and Jonathan,Hungary,1/19/09 5:49,2/7/09 1:12,46.9,19.7833333
550,550,1/29/09 2:48,Product1,Visa,George,Denmark,1/29/09 2:19,2/7/09 2:09,54.8333333,11.15
551,551,1/24/09 18:02,Product1,Visa,Helen,United States,11/29/05 17:33,2/7/09 6:03,28.60056,-81.30667
552,552,1/7/09 8:26,Product1,Diners,C,United States,1/6/09 16:23,2/7/09 6:05,33.30611,-111.84056
553,553,1/24/09 3:36,Product1,Visa,chris,Denmark,1/20/09 13:11,2/7/09 6:52,55.6666667,12.5833333
554,554,1/5/09 15:23,Product1,Visa,maggie,United Kingdom,6/12/08 10:59,2/7/09 11:08,52.25,-2.7
555,555,1/25/09 16:17,Product1,Amex,Mareike,United States,1/24/09 18:06,2/7/09 11:28,34.20722,-84.14028
556,556,1/15/09 10:37,Product1,Visa,lamia,United States,6/28/08 11:04,2/7/09 12:00,41.51,-71.17166999999998
557,557,1/20/09 15:28,Product1,Visa,Madhu,United States,12/2/06 23:24,2/7/09 15:18,39.57917,-104.87639
558,558,1/28/09 18:00,Product1,Visa,sandhya,United States,12/2/06 23:24,2/7/09 15:18,39.57917,-104.87639
559,559,1/29/09 5:06,Product1,Amex,Kimberly,United States,1/23/08 10:05,2/7/09 15:23,38.96944000000001,-77.38639
560,560,1/6/09 18:53,Product1,Visa,Tania,United States,1/5/09 22:37,2/7/09 15:48,33.2,-117.24167
561,561,1/21/09 6:55,Product1,Visa,andrea,United States,1/20/09 13:33,2/7/09 16:48,43.62278,-87.79444000000002
562,562,1/26/09 20:18,Product1,Mastercard,John,Australia,1/15/07 20:37,2/7/09 18:04,-34.283333299999995,146.0333333
563,563,1/25/09 17:58,Product2,Visa,carol,United States,7/5/08 9:20,2/7/09 18:51,42.27083,-83.72639000000002
564,564,1/9/09 14:37,Product1,Visa,Nona,United States,1/8/09 15:14,2/7/09 19:11,40.56222,-111.92889
565,565,1/25/09 2:46,Product2,Visa,Family,United Arab Emirates,1/8/09 1:19,2/8/09 2:06,25.2522222,55.28
566,566,1/17/09 20:46,Product2,Visa,Michelle,United Arab Emirates,4/13/08 2:36,2/8/09 2:12,25.2522222,55.28
567,567,1/24/09 7:18,Product2,Visa,Kathryn,United Kingdom,1/23/09 10:31,2/8/09 2:52,56.6666667,-3.0
568,568,1/11/09 7:09,Product1,Visa,Oswald,Ireland,10/13/08 16:43,2/8/09 3:02,52.1588889,-7.146388900000002
569,569,1/8/09 4:15,Product1,Visa,Elyssa,Poland,1/7/09 15:00,2/8/09 3:50,54.35,18.6666667
570,570,1/22/09 10:47,Product1,Visa,michelle,Ireland,11/18/08 1:32,2/8/09 5:07,52.7930556,-6.1413889
571,571,1/26/09 20:47,Product1,Mastercard,Alicia,United States,6/24/08 8:05,2/8/09 7:29,40.8,-96.66667
572,572,1/12/09 12:22,Product1,Mastercard,JP,Sweden,1/6/09 11:34,2/8/09 11:15,60.3333333,17.5
573,573,1/26/09 1:44,Product2,Visa,Geraldine,Belgium,1/31/08 13:28,2/8/09 14:39,50.8333333,4.3333333
574,574,1/18/09 12:57,Product1,Mastercard,sandra,United States,1/24/08 16:11,2/8/09 15:30,43.45889,-91.86528
575,575,1/24/09 21:26,Product1,Visa,Olivia,United States,5/8/08 16:02,2/8/09 16:00,41.86611,-88.10694000000002
576,576,1/26/09 12:26,Product2,Mastercard,Tom,United States,1/26/09 5:23,2/8/09 17:33,31.116940000000003,-97.7275
577,577,1/5/09 7:37,Product1,Visa,Annette ,United States,9/26/08 4:29,2/8/09 18:42,40.71417,-74.00639
578,578,1/14/09 12:33,Product1,Visa,SUSAN,United Kingdom,9/11/08 23:23,2/8/09 23:00,51.75,-1.25
579,579,1/14/09 0:15,Product2,Visa,Michael,France,11/28/08 0:07,2/9/09 1:30,48.8666667,2.3333333
580,580,1/1/09 12:42,Product1,Visa,ashton,United Kingdom,12/15/08 1:16,2/9/09 2:52,50.7,-3.5333333
581,581,1/6/09 6:07,Product1,Visa,Scott,Denmark,12/27/08 14:29,2/9/09 4:20,55.8841667,12.5419444
582,582,1/15/09 5:11,Product2,Visa,Pam,United Kingdom,7/11/06 12:43,2/9/09 4:42,51.52721,0.14559
583,583,1/17/09 4:03,Product1,Visa,Lisa ,Philippines,1/17/09 2:45,2/9/09 6:09,9.9136111,124.0927778
584,584,1/19/09 10:13,Product2,Mastercard,Pavel,United Kingdom,2/28/06 5:35,2/9/09 6:57,51.51334,-0.08895
585,585,1/18/09 9:42,Product1,Visa,Richard,United States,1/18/09 9:22,2/9/09 8:30,41.49694,-71.36778000000002
586,586,1/9/09 11:14,Product1,Visa,Jasinta Jeanne,United States,1/9/09 10:43,2/9/09 9:17,39.41944,-76.78056
587,587,1/10/09 13:42,Product1,Visa,Rachel,Canada,1/10/09 12:22,2/9/09 9:54,43.25,-79.83333329999998
588,588,1/7/09 7:28,Product1,Amex,Cherish ,United States,7/28/08 7:31,2/9/09 10:50,61.21806,-149.90028
589,589,1/18/09 6:46,Product1,Visa,Shona ,Ireland,1/15/09 9:13,2/9/09 11:55,53.7233333,-6.2825
590,590,1/30/09 12:18,Product1,Mastercard,Abikay,United States,1/26/09 13:34,2/9/09 12:53,33.87028,-117.92444
591,591,1/6/09 5:42,Product1,Amex,Abikay,United States,10/27/08 14:16,2/9/09 13:50,33.74889,-84.38806
592,592,1/2/09 10:58,Product2,Visa,Kendra,Canada,1/2/09 10:38,2/9/09 13:56,43.6666667,-79.41666670000002
593,593,1/8/09 3:29,Product1,Visa,amanda,United Kingdom,12/22/08 1:41,2/9/09 14:06,53.4166667,-3.0
594,594,1/12/09 13:23,Product2,Amex,Leila,Italy,9/13/05 8:42,2/9/09 14:09,45.3666667,11.616666699999998
595,595,1/19/09 9:34,Product1,Amex,amanda,United States,5/10/08 8:56,2/9/09 16:44,36.175,-115.13639
596,596,1/9/09 7:49,Product1,Visa,Stacy,United States,7/28/08 7:18,2/9/09 17:41,42.68056,-83.13389000000002
597,597,1/15/09 5:27,Product2,Visa,Derrick,Canada,1/6/09 17:42,2/9/09 18:22,46.3,-79.45
598,598,1/8/09 23:40,Product1,Visa,Jacob,Australia,1/8/09 17:52,2/9/09 18:31,-33.783333299999995,151.16666669999995
599,599,1/27/09 11:02,Product1,Mastercard,DOREEN,Spain,1/24/09 8:21,2/9/09 18:42,40.4,-3.6833333
600,600,1/14/09 13:23,Product1,Diners,eugenia,United States,11/15/08 13:57,2/9/09 18:44,44.38361,-89.81721999999998
601,601,1/7/09 20:01,Product1,Visa,Karen,United States,1/6/09 19:16,2/9/09 19:56,30.26694,-97.74278
602,602,1/20/09 12:32,Product1,Visa,Bea,United States,1/16/09 19:08,2/9/09 20:42,41.85,-87.65
603,603,1/6/09 14:35,Product1,Diners,Hilde Karin,United States,12/17/08 11:59,2/9/09 22:59,36.175,-115.13639
604,604,1/4/09 6:51,Product1,Visa,Rima,Ireland,1/3/09 12:34,2/10/09 0:59,53.5333333,-7.35
605,605,1/24/09 18:30,Product1,Visa,Ruangrote,Australia,7/17/08 5:19,2/10/09 2:12,-37.8166667,144.9666667
606,606,1/25/09 5:57,Product1,Amex,pamela,Argentina,1/24/09 9:29,2/10/09 6:38,-37.15,-58.4833333
607,607,1/5/09 10:02,Product2,Visa,Emillie,United States,1/5/09 9:03,2/10/09 7:29,44.80417,-93.16667
608,608,1/13/09 9:14,Product1,Visa,sangeeta,Norway,1/9/09 9:31,2/10/09 9:04,60.6333333,6.4333333
609,609,1/22/09 7:35,Product1,Visa,Anja,France,1/22/09 6:51,2/10/09 9:18,46.25,6.1166667000000015
610,610,1/2/09 11:06,Product1,Mastercard,Andrew,Spain,3/12/06 15:02,2/10/09 10:04,37.3772222,-5.9869444000000005
611,611,1/11/09 9:50,Product1,Visa,Bato,Germany,1/7/09 11:45,2/10/09 10:28,51.05,11.65
612,612,1/21/09 20:44,Product1,Mastercard,Ailsa ,United States,1/21/09 7:47,2/10/09 10:51,40.68667,-73.37389
613,613,1/5/09 9:09,Product1,Visa,Sophie,United States,10/23/06 6:52,2/10/09 10:58,42.53778,-83.23306
614,614,1/5/09 12:41,Product1,Visa,Katrin,Canada,12/3/08 14:49,2/10/09 11:45,51.0833333,-114.0833333
615,615,1/28/09 12:54,Product2,Mastercard,Kelly ,Canada,1/27/09 21:04,2/10/09 12:09,49.25,-123.1333333
616,616,1/21/09 4:46,Product1,Visa,Tomasz,Denmark,6/10/08 11:25,2/10/09 12:22,55.7666667,12.6
617,617,1/7/09 13:28,Product1,Visa,Elizabeth,United Kingdom,1/4/09 13:07,2/10/09 12:39,51.4333333,-2.0
618,618,1/27/09 11:18,Product2,Amex,Michael,United States,1/23/09 11:47,2/10/09 13:09,34.05222,-118.24278
619,619,1/7/09 12:39,Product2,Visa,Natasha,Italy,6/2/06 13:01,2/10/09 13:19,45.46666670000001,9.2
620,620,1/24/09 13:54,Product2,Mastercard,Meredith,Switzerland,1/24/09 12:30,2/10/09 13:47,47.45,8.583333300000001
621,621,1/30/09 6:48,Product1,Mastercard,Nicole,United States,1/30/09 4:51,2/10/09 14:41,35.0525,-78.87861
622,622,1/22/09 18:07,Product1,Visa,Ryan,United States,1/6/09 16:59,2/10/09 15:30,34.736940000000004,-82.25444
623,623,1/29/09 15:03,Product1,Visa,Mary ,New Zealand,2/9/06 11:14,2/10/09 16:31,-36.8666667,174.7666667
624,624,1/2/09 14:14,Product1,Diners,Aaron,United Kingdom,11/16/08 15:49,2/10/09 16:38,51.4333333,-1.0
625,625,1/19/09 11:05,Product1,Visa,Bertrand,United States,10/3/08 5:55,2/10/09 18:16,40.83972,-74.27694
626,626,1/28/09 16:17,Product1,Mastercard,Zoe,United Kingdom,1/28/09 15:59,2/10/09 19:55,52.4166667,-1.55
627,627,1/8/09 12:46,Product1,Mastercard,Trine Marie,Canada,12/16/08 22:57,2/10/09 22:11,44.6,-79.41666670000002
628,628,1/29/09 16:07,Product1,Diners,Kim,France,1/29/09 15:45,2/10/09 22:24,48.8666667,2.3333333
629,629,1/29/09 13:41,Product1,Visa,John ,United States,1/14/04 21:59,2/10/09 23:58,37.33944,-121.89388999999998
630,630,1/8/09 6:29,Product1,Visa,Rich,Germany,3/24/06 6:21,2/10/09 23:59,49.9833333,8.0666667
631,631,1/4/09 12:53,Product1,Diners,Kayla,United Kingdom,12/11/08 7:35,2/11/09 0:04,52.3,-1.5333333
632,632,1/14/09 12:55,Product1,Visa,Richard and Comfort,Switzerland,1/11/09 10:36,2/11/09 1:58,47.4333333,8.4666667
633,633,1/14/09 6:35,Product1,Visa,Eric,Australia,7/25/08 7:02,2/11/09 2:05,-37.8166667,144.9666667
634,634,1/27/09 13:08,Product1,Mastercard,Melissa,Switzerland,5/9/08 8:50,2/11/09 2:19,46.2,6.1666667
635,635,1/31/09 23:09,Product1,Diners,Dawn,Australia,9/13/04 22:55,2/11/09 3:09,-33.8666667,151.2833333
636,636,1/21/09 14:34,Product1,Mastercard,Tamara,Austria,1/21/09 14:12,2/11/09 3:19,48.3,16.3166667
637,637,1/16/09 8:28,Product1,Visa,Ashley,United States,1/9/09 12:13,2/11/09 8:34,38.58917,-121.30167
638,638,1/11/09 9:55,Product1,Visa,familly ,Canada,1/10/09 7:14,2/11/09 8:45,44.3166667,-80.1
639,639,1/8/09 2:46,Product1,Mastercard,Ken,United Kingdom,11/26/07 16:44,2/11/09 11:00,51.4166667,0.1166667
640,640,1/26/09 7:11,Product1,Visa,Tori,United States,11/22/08 21:06,2/11/09 11:35,44.98,-93.26361
641,641,1/31/09 5:39,Product2,Mastercard,Hanne,United States,10/5/04 4:37,2/11/09 11:45,39.51639,-76.61639
642,642,1/9/09 8:35,Product1,Amex,Precious,Canada,1/8/09 14:14,2/11/09 14:26,53.55,-113.5
643,643,1/24/09 3:25,Product1,Visa,Michelle,Australia,9/26/08 19:23,2/11/09 15:05,-34.6166667,138.8833333
644,644,1/26/09 8:45,Product1,Visa,Paula,United States,2/15/06 17:21,2/11/09 17:12,40.92778,-73.75222
645,645,1/23/09 10:45,Product1,Visa,Stephanie,United States,1/23/09 8:46,2/11/09 17:57,41.91417,-88.30861
646,646,1/28/09 8:50,Product1,Visa,kemp,United States,1/28/09 8:42,2/11/09 18:41,36.03306,-86.78278
647,647,1/15/09 19:10,Product2,Diners,Therese,United States,12/29/05 21:33,2/11/09 18:53,30.42111,-87.21694000000002
648,648,1/9/09 20:25,Product1,Diners,Mona,Canada,1/9/09 14:20,2/11/09 20:19,49.9,-119.48333329999998
649,649,1/15/09 21:53,Product1,Visa,Caroline,Canada,1/1/09 18:01,2/11/09 21:01,43.6666667,-79.41666670000002
650,650,1/12/09 0:17,Product1,Mastercard,Andrea,Denmark,1/7/09 23:40,2/11/09 22:23,55.6166667,12.35
651,651,1/25/09 10:32,Product1,Mastercard,Pilar,Italy,1/23/09 4:46,2/12/09 2:22,43.7666667,11.25
652,652,1/12/09 23:35,Product1,Visa,Lisa,Australia,5/8/06 23:41,2/12/09 3:46,-31.9333333,115.8333333
653,653,1/11/09 6:09,Product1,Amex,A,United States,11/8/08 4:07,2/12/09 4:41,27.77056,-82.67944
654,654,1/3/09 13:35,Product1,Mastercard,Yvette,Switzerland,8/15/08 4:02,2/12/09 5:17,46.4833333,6.4
655,655,1/18/09 11:03,Product2,Amex,Katie,Spain,1/18/09 6:16,2/12/09 7:35,41.3,2.0166667
656,656,1/5/09 18:55,Product1,Visa,Nicole,United States,4/3/08 16:57,2/12/09 10:25,38.94222,-77.1825
657,657,1/2/09 18:54,Product1,Mastercard,Kelly,United States,12/7/08 4:51,2/12/09 11:31,36.30472,-86.62
658,658,1/13/09 14:44,Product2,Visa,george,Switzerland,12/14/08 10:19,2/12/09 12:08,47.3666667,8.55
659,659,1/4/09 4:05,Product1,Mastercard,Samantha,United Kingdom,12/31/08 8:33,2/12/09 12:29,51.6666667,-0.4
660,660,1/27/09 12:47,Product1,Visa,Caterina,Netherlands,1/27/09 12:03,2/12/09 12:59,52.35,4.9166667
